lr_bull,entropy_coef_bull,lr_bear,entropy_coef_bear,lr_sideways,entropy_coef_sideways,final_portfolio_value
1.653957358842486e-05,0.07295102176567268,2.4892384009635923e-05,0.0691779549690296,1e-05,0.0036783625882665775,114665.95526516472
0.0004835529229683743,0.006951099450993186,4.512458835355611e-05,0.1,1e-05,0.07681788789523868,115900.19845299445
1.5127619085599675e-05,0.02441495955131813,0.00027440943223583185,0.06012519489993047,1.2519134967184555e-05,0.0758904512078622,138608.16654713312
1.6009099010784037e-05,0.024563271825863573,3.433062602732142e-05,0.059618861746739873,1.251086846632142e-05,0.057017169403141305,120952.69733355659
1.1336010953163702e-05,0.008287310487720257,8.161255296507883e-05,0.057557555930646875,1e-05,0.06537043689610056,133044.44505438957
1.1146989637132796e-05,0.02637055069245082,0.0003687941199903565,0.06868792433582574,1e-05,0.08244017898140295,94233.84053161078
0.0009327706981330568,0.08360146601575241,0.0002263249295161034,0.06424977879105832,0.001,0.05166728968593897,112024.36038534204
5.180749865445067e-05,0.05819845775191608,8.452465986405528e-05,0.0999338551550179,1.0507501695825223e-05,0.01640645042806708,159487.45293707112
0.00023953729312720988,0.042018303234249724,0.00078131718750906,0.0997185976998511,1.0412215766921738e-05,0.09076092892428571,101032.91752427135
0.00023334358441408104,0.004035690108835633,0.0003041665086338785,0.09955955122235975,1.2545770924623256e-05,0.0008739060762127606,131819.13052225782
1.6442232396310745e-05,0.09577306883321368,4.423833805177707e-05,0.04471369002984498,0.000962598297661501,0.0990216358042843,88708.98296346897
0.001,0.1,1e-05,0.1,1e-05,0.0,106725.54059822878
1e-05,0.0,1e-05,0.07794722008041735,1e-05,0.0,142012.63860966524
4.5579077407686264e-05,0.0,2.8842785641788912e-05,0.07879960605414846,1e-05,0.0,105649.33385091167
1e-05,0.0,1e-05,0.1,1e-05,0.0,127091.00213742144
0.0008835655603640497,0.021499093188336302,5.7278051102742415e-05,0.09985784520186883,0.0009805842952600476,0.07308675180849987,83914.18723216538
0.0007644903729397822,0.0778303757178355,2.0082386154201627e-05,0.00122157468265971,0.0009271534789826579,0.08657184123220925,108691.77130422325
0.00037840171764176665,0.03862471903123868,0.0008012646532411187,0.0035805428893885168,0.0009409827137451752,0.0032357783488932376,97577.32237202203
1e-05,0.1,1e-05,0.1,1e-05,0.0,112460.6303812972
4.381772371510914e-05,0.044051288189533286,9.109938475588483e-05,0.08613802582266977,1.065680582204127e-05,0.03559354209004577,121694.36443431146
0.001,0.0,0.001,0.07296092953910603,1e-05,0.0,108640.13068058042
0.0009844028444030285,0.07654210548222046,3.154057900568248e-05,0.046620819956004006,1.0117023610303962e-05,0.07193972751295169,111536.53991882307
